id	org	district	locale	office	seatnum	subdist	name	elected	party	votes_C	pct	termlen	open	Res	Part	status	web	email	phone	address	headshot	termlen_original	seatnum_original	seatmax
3712	town	1840	alpine	town-treas	1	0	Beth Alt	2024-11-05	R	4989	95	4	 		 		www.alpinetwp.org/government/treasurer	b.alt@alpinetwp.org	616-784-1262	5255 Alpine Ave NW Comstock Park, Michigan  49321		4	1	1
4394	town-cou	1840	alpine	council	4	0	Ronald C. Cordes	2024-11-05	R	4022	22	4	 		 							4	1	4
10189	town-cou	1840	alpine	council	4	0	Rob Trinity Scheidel	2024-11-05	R	4026	22	4	 		 		www.alpinetwp.org/government/planning_and_zoning/township_board.php	admin@alpinetwp.org	616-784-1262	5255 Alpine Ave NW Comstock Park, Michigan  49321		4	2	4
10190	town-cou	1840	alpine	council	4	0	William J. Schweitzer	2024-11-05	R	3879	21	4	 		 		www.alpinetwp.org/government/planning_and_zoning/township_board.php	admin@alpinetwp.org	616-784-1262	5255 Alpine Ave NW Comstock Park, Michigan  49321		4	3	4
10191	town-cou	1840	alpine	council	4	0	Jean Wahlfield	2024-11-05	R	4061	22	4	 		 							4	4	4
2240	schl-cou	4530	belding		4	0	Shannon Hummel	2020-11-03	?	732	41	6	Y		 		www.bas-k12.org/District/Department/7-Board-of-Education					6	1	4
7412	schl-cou	4530	belding		4	0	Keven Krieger	2022-11-08	?	565	22	6	 		 		www.bas-k12.org/District/Department/7-Board-of-Education					6	2	4
9287	schl-cou	4530	belding		4	0	Sarah Tappon Foss	2024-11-05	?	863	49	6	 		 							6	3	4
9288	schl-cou	4530	belding		4	0	Douglas W. Lamborne	2024-11-05	?	858	49	6	 		 		www.bas-k12.org/District/Department/7-Board-of-Education					6	4	4
2953	town	9780	bowne	town-clerk	1	0	Karen Hendrick	2024-11-05	R	1830	99	4	 		 		www.bownetwp.org/board-committee	clerk@bownetwp.org	616-868-6846	8240 Alden Nash PO Box 35 Alto, Michigan  49302		4	1	1
3622	town	9780	bowne	town-super	1	0	Randy Wilcox	2024-11-05	R	1838	99	4	 		 		www.bownetwp.org/board-committee	supervisor@bownetwp.org	616-868-6846	8240 Alden Nash PO Box 35 Alto, Michigan  49302		4	1	1
4242	town	9780	bowne	town-treas	1	0	Bonnie S. Lent-Davis	2024-11-05	R	1804	99	4	 		 		www.bownetwp.org/board-committee	treasurer@bownetwp.org	616-868-6846	8240 Alden Nash PO Box 35 Alto, Michigan  49302		4	1	1
5368	town-cou	9780	bowne	council	2	0	Bob Flynn	2024-11-05	R	1726	50	4	 		 		www.bownetwp.org/board-committee		616-868-6846	8240 Alden Nash PO Box 35 Alto, Michigan  49302		4	1	2
10933	town-cou	9780	bowne	council	2	0	David Fuss	2024-11-05	R	1654	48	4	 		 		www.bownetwp.org/board-committee		616-868-6846	8240 Alden Nash PO Box 35 Alto, Michigan  49302		4	2	2
2366	town	12240	byron	town-clerk	1	0	Peggy Sattler	2024-11-05	R	13017	97	4	 		 		www.byrontownship.org/government/township_board	peggy@byrontownship.org	616-878-6011	8085 Byron Center Ave SW Byron Center, Michigan  49315		4	1	1
3030	town	12240	byron	town-super	1	0	Donald Tillema	2024-11-05	R	12898	97	4	 		 		www.byrontownship.org/government/township_board	amos@byrontownship.org	616-878-1222	8085 Byron Center Ave SW Byron Center, Michigan  49315		4	1	1
3650	town	12240	byron	town-treas	1	0	Becky Beld	2024-11-05	R	12883	97	4	 		 							4	1	1
4284	town-cou	12240	byron	council	4	0	Jay DeKleine	2024-11-05	R	11571	24	4	 		 		www.byrontownship.org/government/township_board		616-878-9066	8085 Byron Center Ave SW Byron Center, Michigan  49315		4	1	4
10102	town-cou	12240	byron	council	4	0	Tom Hooker	2024-11-05	R	11791	25	4	 		 		www.byrontownship.org/government/township_board		616-878-9066	8085 Byron Center Ave SW Byron Center, Michigan  49315		4	2	4
10103	town-cou	12240	byron	council	4	0	Marty Tilma	2024-11-05	R	11673	24	4	 		 		www.byrontownship.org/government/township_board		616-878-9066	8085 Byron Center Ave SW Byron Center, Michigan  49315		4	3	4
10104	town-cou	12240	byron	council	4	0	Scott Tubergen	2024-11-05	R	11537	24	4	 		 		www.byrontownship.org/government/township_board		616-878-9066	8085 Byron Center Ave SW Byron Center, Michigan  49315		4	4	4
2296	schl-cou	7560	byron center		5	0	Brenda Hondorp	2024-11-05	?	8265	15	4	 		 		www.bcpsk12.net/district/board-of-education		616-878-6111			4	1	5
7470	schl-cou	7560	byron center		5	0	Thalia Tilma	2022-11-08	?	5963	17	4	Y		 		www.bcpsk12.net/district/board-of-education		616-878-6111			4	2	5
9354	schl-cou	7560	byron center		5	0	Rob Hughes	2024-11-05	?	7059	12	4	 		 							4	3	5
9355	schl-cou	7560	byron center		5	0	Tom McCoy	2024-11-05	?	7207	13	4	 		 							4	4	5
9356	schl-cou	7560	byron center		5	0	Tim Oberst	2024-11-05	?	7284	13	4	 		 							4	5	5
2300	schl-cou	7620	caledonia		7	0	Brittany N. Barber Garcia	2020-11-03	?	4732	22	6	Y		 		www.calschools.org/our-district/board-of-education					6	1	7
2301	schl-cou	7620	caledonia		7	0	Katie lsic	2020-11-03	?	3092	14	6	Y		 		www.calschools.org/our-district/board-of-education					6	2	7
7472	schl-cou	7620	caledonia		7	0	Jennifer Nichols	2022-11-08	?	6391	19	6	 		 		www.calschools.org/our-district/board-of-education					6	3	7
7473	schl-cou	7620	caledonia		7	0	John Brandow	2022-11-08	?	5583	16	6	 		 		www.calschools.org/our-district/board-of-education					6	4	7
7474	schl-cou	7620	caledonia		7	0	Tim Morris	2022-11-08	?	6316	18	6	 		 		www.calschools.org/our-district/board-of-education					6	5	7
9359	schl-cou	7620	caledonia		7	0	Shawn Collins	2024-11-05	?	6115	26	6	 		 							6	6	7
9360	schl-cou	7620	caledonia		7	0	Jessica Kohn	2024-11-05	?	7030	30	6	 		 							6	7	7
2367	town	12500	caledonia	town-clerk	1	0	Joni R. Henry	2024-11-05	R	7790	98	4	 		 		www.caledoniatownship.org/235/Clerk	jhenry@caledoniatownship.org	616-891-0070	8196 Broadmoor Ave Caledonia, Michigan  49316-0296		4	1	1
3031	town	12500	caledonia	town-super	1	0	Bryan Harrison	2024-11-05	R	7841	98	4	 		 		www.caledoniatownship.org/247/Supervisor	brotherbryanmail@yahoo.com	616-891-0070	8196 Broadmoor Ave Caledonia, Michigan  49316-0296		4	1	1
3651	town	12500	caledonia	town-treas	1	0	Richard C. Robertson	2024-11-05	R	7656	98	4	 		 		www.caledoniatownship.org/248/Treasurer	rrobertson@caledoniatownship.org	616-891-0070	8196 Broadmoor Ave Caledonia, Michigan  49316-0296		4	1	1
4285	town-cou	12500	caledonia	council	4	0	Tim Bradshaw	2024-11-05	R	7096	25	4	 		 		www.caledoniatownship.org/230/Township-Board-of-Trustees		616-891-0070	8196 Broadmoor Ave Caledonia, Michigan  49316-0296		4	1	4
10106	town-cou	12500	caledonia	council	4	0	Dale E. Hermenet	2024-11-05	R	6686	24	4	 		 		www.caledoniatownship.org/230/Township-Board-of-Trustees		616-891-0070	8196 Broadmoor Ave Caledonia, Michigan  49316-0296		4	2	4
10107	town-cou	12500	caledonia	council	4	0	Richard Snoeyink	2024-11-05	R	6650	24	4	 		 		www.caledoniatownship.org/230/Township-Board-of-Trustees		616-891-0070	8196 Broadmoor Ave Caledonia, Michigan  49316-0296		4	3	4
10108	town-cou	12500	caledonia	council	4	0	Greg Zoller	2024-11-05	R	6705	24	4	 		 		www.caledoniatownship.org/230/Township-Board-of-Trustees		616-891-0070	8196 Broadmoor Ave Caledonia, Michigan  49316-0296		4	4	4
5406	vil	12480	caledonia	pres	1	0	Jennifer Lindsey	2024-11-05	?	677	96	2	Y		 		www.villageofcaledonia.org/village-council		616-891-9384			2	1	1
5560	vil-cou	12480	caledonia	council	5	0	Daniel L. Erskine	2020-11-03	?	518	48	2	?		 		www.villageofcaledonia.org/village-council		616-891-9384			0	1	5
7615	vil-cou	12480	caledonia	council	5	0	Gerrianne Schuler	2022-11-08	?	500	43	2	?		 		www.villageofcaledonia.org/village-council		616-891-9384			0	2	5
10990	vil-cou	12480	caledonia	council	5	0	Nikki Daley	2024-11-05	?	469	25	2	?		 							0	3	5
10991	vil-cou	12480	caledonia	council	5	0	Daniel L. Erskine	2024-11-05	?	355	19	2	?		 							0	4	5
10992	vil-cou	12480	caledonia	council	5	0	Cheryl Miller	2024-11-05	?	370	20	2	?		 		www.villageofcaledonia.org/village-council		616-891-9384			0	5	5
2374	town	13080	cannon	town-clerk	1	0	James Alles	2024-11-05	R	7620	98	4	 		 		www.cannontwp.org/township-board	jalles@cannontwp.org	616-884-2207	6878 Belding Rd NE Rockford, Michigan  49341-8797		4	1	1
3038	town	13080	cannon	town-super	1	0	Steve Grimm	2024-11-05	R	7639	98	4	 		 		www.cannontwp.org/township-board	sgrimm@cannontwp.org	616-874-6966	6878 Belding Rd NE Rockford, Michigan  49341-8797		4	1	1
3658	town	13080	cannon	town-treas	1	0	David H. Spencer	2024-11-05	R	7556	98	4	 		 		www.cannontwp.org/township-board	dspencer@cannontwp.org	616-884-2201	6878 Belding Rd NE Rockford, Michigan  49341-8797		4	1	1
4297	town-cou	13080	cannon	council	4	0	Cy Balk	2024-11-05	R	6310	19	4	 		 		www.cannontwp.org/township-board	cbalk@cannontwp.org	616-874-6966	6878 Belding Rd NE Rockford, Michigan  49341-8797		4	1	4
10114	town-cou	13080	cannon	council	4	0	Henry Jay Betten	2024-11-05	R	6104	18	4	 		 		www.cannontwp.org/township-board	hbetten@cannontwp.org	616-283-7395	6878 Belding Rd NE Rockford, Michigan  49341-8797		4	2	4
10115	town-cou	13080	cannon	council	4	0	Jessica Gutowski-Slaydon	2024-11-05	R	6744	20	4	 		 							4	3	4
10116	town-cou	13080	cannon	council	4	0	Todd Olson	2024-11-05	R	6301	18	4	 		 							4	4	4
2379	town	13660	cascade	town-clerk	1	0	Susan B. Slater	2024-11-05	R	9288	98	4	 		 		www.cascadetwp.com/government/township-board	sslater@cascadetwp.com	616-949-1500	5920 Tahoe Dr SE Grand Rapids, Michigan  49546		4	1	1
3043	town	13660	cascade	town-super	1	0	Grace Lesperance	2024-11-05	R	9319	97	4	 		 		www.cascadetwp.com/government/township-supervisor	glesperance@cascadetwp.com	616-949-1501	5920 Tahoe Dr SE Grand Rapids, Michigan  49546		4	1	1
3663	town	13660	cascade	town-treas	1	0	Windy J. Korstange	2024-11-05	R	9158	98	4	 		 		www.cascadetwp.com/government/township-board	wkorstange@cascadetwp.com	616-949-1500	5920 Tahoe Dr SE Grand Rapids, Michigan  49546		4	1	1
4307	town-cou	13660	cascade	council	4	0	Timmy Noordhoek	2024-11-05	R	7399	17	4	 		 		www.cascadetwp.com/government/township-board	tnoordhoek@cascadetwp.com	616-949-1500	5920 Tahoe Dr SE Grand Rapids, Michigan  49546		4	1	4
10122	town-cou	13660	cascade	council	4	0	Chris Noordyke	2024-11-05	R	7790	18	4	 		 							4	2	4
10123	town-cou	13660	cascade	council	4	0	Scott Rissi	2024-11-05	R	7603	17	4	 		 							4	3	4
10124	town-cou	13660	cascade	council	4	0	John Michael Shipley	2024-11-05	R	7123	16	4	 		 		www.cascadetwp.com/government/township-board	jshipley@cascadetwp.com	616-949-1500	5920 Tahoe Dr SE Grand Rapids, Michigan  49546		4	4	4
7583	vil	13820	casnovia	pres	1	0	Consuelo Rose Morris	2024-11-05	?	50	94	2	Y		 		villageofcasnovia.org	treasurer@villageofcasnovia.org	616-675-4780	141 N Main St, Casnovia, MI 49318		2	1	1
7624	vil-cou	13820	casnovia	council	3	0	Robert Bennitt	2022-11-08	?	52	51	2	?		 		villageofcasnovia.org	treasurer@villageofcasnovia.org	616-675-4780	141 N Main St, Casnovia, MI 49318		0	1	3
11001	vil-cou	13820	casnovia	council	3	0	Kathleen S. Kahrs	2024-11-05	?	51	54	2	?		 							0	2	3
11002	vil-cou	13820	casnovia	council	3	0	Jerry A. Palinski	2024-11-05	?	42	45	2	?		 		villageofcasnovia.org	treasurer@villageofcasnovia.org	616-675-4780	141 N Main St, Casnovia, MI 49318		0	3	3
471	city-cou	14200	cedar springs		7	0	Jerry L. Gross	2024-11-05	?	866	52	4	 		 		cityofcedarsprings.org/city-council	jerryg@cityofcedarsprings.org	616-696-1330			4	1	7
472	city-cou	14200	cedar springs		7	0	Alice M. Rudy	2024-11-05	?	757	45	4	 		 							4	2	7
5956	city-cou	14200	cedar springs		7	0	Lisa Atchison	2025-11-04	?	169	28	4	 		 		cityofcedarsprings.org/city-council	latchison@cityofcedarsprings.org	616-696-1330			4	3	7
5957	city-cou	14200	cedar springs		7	0	Rose Ellen Powell	2025-11-04	?	172	28	4	 		 		cityofcedarsprings.org/city-council	rpowell@cityofcedarsprings.org	616-696-1330			4	4	7
6303	city-cou	14200	cedar springs		7	0	Pamela Conley	2022-11-08	?	606	49	4	Y		 		cityofcedarsprings.org/city-council	pconley@cityofcedarsprings.org	616-696-1330			4	5	7
6304	city-cou	14200	cedar springs		7	0	Renee Race	2022-11-08	?	588	48	4	Y		 		cityofcedarsprings.org/city-council	rrace@cityofcedarsprings.org	616-696-1330			4	6	7
7917	city-cou	14200	cedar springs		7	0	Brayden Marvel	2023-11-07	?	216	63	4	 		 		cityofcedarsprings.org/city-council	bmarvel@cityofcedarsprings.org	616-696-1330			4	7	7
2316	schl-cou	8520	cedar springs		4	0	Jason Lund	2024-11-05	?	5249	27	4	 		 							4	1	4
7482	schl-cou	8520	cedar springs		4	0	Heidi Reed	2022-11-08	?	4769	22	4	Y		 		www.csredhawks.org/our-district/board-of-education	Heidi.Reed@csredhawks.org				4	2	4
9381	schl-cou	8520	cedar springs		4	0	Matthew D. Shoffner	2024-11-05	?	5193	26	4	 		 		www.csredhawks.org/our-district/board-of-education	Matt.Shoffner@csredhawks.org				4	3	4
9382	schl-cou	8520	cedar springs		4	0	Trent Gilmore	2024-11-05	?	4957	25	4	 		 		www.csredhawks.org/our-district/board-of-education	Trent.Gilmore@csredhawks.org				4	4	4
1494	schl-cou	10620	comstock park		4	0	David L. Hood	2024-11-05	?	4028	32	4	 		 		www.cppschools.com/district/board-of-education	boardofeducation@cppschools.com&nbsp;&nbsp;				4	1	4
6748	schl-cou	10620	comstock park		4	0	Michael Brown	2022-11-08	?	2931	21	4	Y		 		www.cppschools.com/district/board-of-education	boardofeducation@cppschools.com&nbsp;&nbsp;				4	2	4
8595	schl-cou	10620	comstock park		4	0	Jeremy A. Kelly	2024-11-05	?	3795	30	4	 		 							4	3	4
8596	schl-cou	10620	comstock park		4	0	Christy Nowak	2024-11-05	?	4433	35	4	 		 		www.cppschools.com/district/board-of-education	boardofeducation@cppschools.com&nbsp;&nbsp;				4	4	4
7888	city	23980	east grand rapids	mayor	1	0	Katie Favale	2023-11-07	?	2586	95	4	 		 		www.eastgrmi.gov/245/Mayor-Commission	kfavale@eastgr.org	616-949-2110			4	1	1
5995	city-cou	23980	east grand rapids		2	1	Kate Skaggs	2025-11-04	?	653	69	4	 		 							4	1	2
5996	city-cou	23980	east grand rapids		2	2	Chris Wessely	2025-11-04	?	465	46	4	 		 		www.eastgrmi.gov/245/Mayor-Commission	cwessely@eastgr.org	616-915-7090			4	1	2
5997	city-cou	23980	east grand rapids		2	3	Laura Schwartz	2025-11-04	?	661	93	4	 		 		www.eastgrmi.gov/245/Mayor-Commission	lschwartz@eastgr.org	617-634-9465			4	1	2
7938	city-cou	23980	east grand rapids		2	1	Ryan Burdick	2023-11-07	?	854	97	4	 		 		www.eastgrmi.gov/245/Mayor-Commission	rburdick@eastgr.org	734-926-5585			4	2	2
7939	city-cou	23980	east grand rapids		2	2	Bradley Hunter	2023-11-07	?	805	99	4	 		 		www.eastgrmi.gov/245/Mayor-Commission	bhunter@eastgr.org	616-498-5019			4	2	2
7940	city-cou	23980	east grand rapids		2	3	Abbie Groff-Blaszak	2023-11-07	?	606	54	4	 		 		www.eastgrmi.gov/245/Mayor-Commission	agroff-blaszak@eastgr.org	616-516-6401			4	2	2
1529	schl-cou	12480	east grand rapids		5	0	Kerry Hegele	2024-11-05	?	3819	17	4	 		 		www.egrps.org/district/board-of-education/index.html	khegele@egrps.org	773-220-3862			4	1	5
6784	schl-cou	12480	east grand rapids		5	0	Amy Turner-Thole	2024-11-05	?	5299	98	4	Y		P		www.egrps.org/district/board-of-education/index.html	aturner@egrps.org	616-633-9573			4	2	5
8643	schl-cou	12480	east grand rapids		5	0	Layla Kuhl	2024-11-05	?	3791	16	4	 		 		www.egrps.org/district/board-of-education/index.html	lkuhl@egrps.org	616-307-0593			4	3	5
8644	schl-cou	12480	east grand rapids		5	0	Bill Saxton	2024-11-05	?	3946	17	4	 		 							4	4	5
8645	schl-cou	12480	east grand rapids		5	0	Ben Smith	2024-11-05	?	3431	15	4	 		 							4	5	5
1567	schl-cou	14610	forest hills		5	0	Kristen L. Fauson	2020-11-03	?	11298	27	6	Y		 		www.fhps.net/district/board-of-education	kfauson@fhps.net				6	1	5
6822	schl-cou	14610	forest hills		5	0	C.J. Michaud	2022-11-08	?	11818	17	6	 		 							6	2	5
6823	schl-cou	14610	forest hills		5	0	Mary Vonck	2022-11-08	?	8353	34	6	 		P		www.fhps.net/district/board-of-education	mvonck@fhps.net				6	3	5
8690	schl-cou	14610	forest hills		5	0	Shawn Colley	2024-11-05	?	9132	17	6	 		 							6	4	5
8691	schl-cou	14610	forest hills		5	0	Kelly Kermode	2024-11-05	?	11893	23	6	 		 							6	5	5
2504	town	31240	gaines	town-clerk	1	0	Michael Alex Brew	2024-11-05	R	11184	95	4	 		 		www.gainestownship.org/gaines_charter_township/township_clerk.php	michael.brew@gainestownship.org	616-698-7980	8555 Kalamazoo Avenue SE Caledonia, Michigan  49316		4	1	1
3169	town	31240	gaines	town-super	1	0	Robert Terpstra	2024-11-05	R	11258	95	4	 		 							4	1	1
3790	town	31240	gaines	town-treas	1	0	Laurie J. Lemke	2024-11-05	R	11196	95	4	 		 		www.gainestownship.org/gaines_charter_township/township_treasurer.php	laurie.lemke@gainestownship.org	616-698-6640	8555 Kalamazoo Avenue SE Caledonia, Michigan  49316		4	1	1
4530	town-cou	31240	gaines	council	4	0	Robert DeWard	2024-11-05	R	9930	24	4	 		 							4	1	4
10308	town-cou	31240	gaines	council	4	0	Dan Fryling	2024-11-05	R	9735	24	4	 		 		www.gainestownship.org/gaines_charter_township/township_trustees.php		616-698-6640	8555 Kalamazoo Avenue SE Caledonia, Michigan  49316		4	2	4
